years_of_experience,aerodynamics_score,technological_score,Leadership Score ,Leader,,,W1,W2,W3
16,14,3,241,0,,,,,
4,7,2,104,0,,,,,
6,16,6,232,0,,,,,
17,48,9,628,1,,,,,
13,50,6,607,1,,,,,
5,22,1,252,0,,,,,
7,26,8,351,0,,,,,
6,37,1,407,0,,,,,
18,5,7,189,0,,,,,
14,49,2,574,1,,,,,
13,27,2,349,0,,,,,
10,38,6,472,1,,,,,
13,32,8,441,0,,,,,
14,25,7,369,0,,,,,
9,49,6,577,1,,,,,
5,24,5,300,0,,,,,
10,26,4,338,0,,,,,
15,13,2,219,0,,,,,
3,12,7,184,0,,,,,
4,19,3,231,0,,,,,
14,39,2,474,1,,,,,
1,33,3,356,0,,,,,
18,39,4,508,1,,,,,
11,5,1,112,0,,,,,
11,42,8,531,1,,,,,
1,39,7,444,0,,,,,
3,30,8,371,0,,,,,
16,38,8,516,1,,,,,
19,11,8,261,0,,,,,
15,21,4,313,0,,,,,
16,5,7,179,0,,,,,
19,41,6,547,1,,,,,
0,18,5,215,0,,,,,
13,35,3,436,0,,,,,
2,41,4,448,0,,,,,
1,22,8,281,0,,,,,
6,19,3,241,0,,,,,
11,16,10,285,0,,,,,
1,10,9,168,0,,,,,
8,16,1,207,0,,,,,
0,21,7,259,0,,,,,
5,19,1,222,0,,,,,
13,39,7,504,1,,,,,
10,36,7,459,1,,,,,
4,47,8,546,1,,,,,
8,47,2,524,1,,,,,
15,19,3,286,0,,,,,
16,47,8,606,1,,,,,
1,15,5,190,0,,,,,
9,46,4,533,1,,,,,
6,39,3,441,0,,,,,
13,39,2,469,1,,,,,
16,17,8,306,0,,,,,
11,47,1,532,1,,,,,
1,16,6,207,0,,,,,
12,48,5,575,1,,,,,
13,41,9,538,1,,,,,
20,26,2,374,0,,,,,
1,11,3,136,0,,,,,
10,14,7,239,0,,,,,
14,37,5,475,1,,,,,
16,47,6,592,1,,,,,
16,50,2,594,1,,,,,
14,19,5,295,0,,,,,
1,20,2,219,0,,,,,
5,5,8,131,0,,,,,
0,37,5,405,0,,,,,
1,26,1,272,0,,,,,
3,39,8,461,1,,,,,
5,36,10,455,1,,,,,
5,48,2,519,1,,,,,
0,47,9,533,1,,,,,
19,28,1,382,0,,,,,
13,45,4,543,1,,,,,
17,19,1,282,0,,,,,
4,35,1,377,0,,,,,
8,10,1,147,0,,,,,
5,28,5,340,0,,,,,
18,24,2,344,0,,,,,
0,35,1,357,0,,,,,
11,32,8,431,0,,,,,
2,50,3,531,1,,,,,
0,15,7,199,0,,,,,
10,34,8,446,0,,,,,
15,21,8,341,0,,,,,
3,25,10,335,0,,,,,
8,21,6,292,0,,,,,
20,7,5,205,0,,,,,
19,19,3,306,0,,,,,
19,5,5,180,0,,,,,
8,35,6,432,0,,,,,
10,24,1,297,0,,,,,
5,29,6,357,0,,,,,
17,47,5,590,1,,,,,
7,37,4,433,0,,,,,
12,19,1,257,0,,,,,
2,37,7,429,0,,,,,
15,10,8,231,0,,,,,
12,50,7,609,1,,,,,
3,7,4,113,0,,,,,
3,23,7,294,0,,,,,
1,24,4,273,0,,,,,
9,16,7,254,0,,,,,
10,16,4,238,0,,,,,
15,11,5,220,0,,,,,
13,9,7,204,0,,,,,
20,24,10,410,0,,,,,
19,37,7,514,1,,,,,
4,19,10,280,0,,,,,
1,46,7,514,1,,,,,
0,44,2,454,1,,,,,
13,13,2,209,0,,,,,
1,35,3,376,0,,,,,
14,40,1,477,1,,,,,
17,24,10,395,0,,,,,
19,41,5,540,1,,,,,
15,43,4,533,1,,,,,
9,12,7,214,0,,,,,
1,21,9,278,0,,,,,
16,50,10,650,1,,,,,
11,36,5,450,0,,,,,
19,11,3,226,0,,,,,
11,30,7,404,0,,,,,
10,10,9,213,0,,,,,
7,19,6,267,0,,,,,
17,42,6,547,1,,,,,
18,27,2,374,0,,,,,
7,17,8,261,0,,,,,
11,8,2,149,0,,,,,
4,40,8,476,1,,,,,
11,15,1,212,0,,,,,
1,32,1,332,0,,,,,
6,14,4,198,0,,,,,
9,46,1,512,1,,,,,
10,14,4,218,0,,,,,
7,36,6,437,0,,,,,
16,34,6,462,1,,,,,
11,15,2,219,0,,,,,
10,42,9,533,1,,,,,
6,5,8,136,0,,,,,
17,7,4,183,0,,,,,
19,6,8,211,0,,,,,
15,43,9,568,1,,,,,
9,21,2,269,0,,,,,
20,19,9,353,0,,,,,
17,21,5,330,0,,,,,
9,19,7,284,0,,,,,
13,26,9,388,0,,,,,
15,37,1,452,1,,,,,
13,28,9,408,0,,,,,
12,41,2,484,1,,,,,
7,44,10,545,1,,,,,
2,31,4,348,0,,,,,
2,18,4,218,0,,,,,
13,18,9,308,0,,,,,
1,24,3,266,0,,,,,
13,45,9,578,1,,,,,
0,29,1,297,0,,,,,
17,49,7,624,1,,,,,
8,42,3,481,1,,,,,
1,20,2,219,0,,,,,
0,41,10,480,1,,,,,
19,33,6,467,1,,,,,
19,6,5,190,0,,,,,
13,21,1,282,0,,,,,
11,30,6,397,0,,,,,
13,25,2,329,0,,,,,
9,14,6,227,0,,,,,
15,30,2,389,0,,,,,
4,10,10,190,0,,,,,
20,30,9,463,1,,,,,
12,49,8,606,1,,,,,
18,50,8,646,1,,,,,
18,28,9,433,0,,,,,
13,36,6,467,1,,,,,
10,48,10,600,1,,,,,
20,16,3,281,0,,,,,
10,25,7,349,0,,,,,
17,24,2,339,0,,,,,
11,43,8,541,1,,,,,
2,50,10,580,1,,,,,
10,36,7,459,1,,,,,
10,7,3,141,0,,,,,
14,36,4,458,1,,,,,
17,11,10,265,0,,,,,
5,27,7,344,0,,,,,
0,14,8,196,0,,,,,
1,36,7,414,0,,,,,
14,49,8,616,1,,,,,
17,25,9,398,0,,,,,
16,50,9,643,1,,,,,
9,49,8,591,1,,,,,
11,21,1,272,0,,,,,
3,25,5,300,0,,,,,
13,18,6,287,0,,,,,
11,18,10,305,0,,,,,
12,6,1,127,0,,,,,
12,38,2,454,1,,,,,
17,23,3,336,0,,,,,
0,19,1,197,0,,,,,
7,37,2,419,0,,,,,
15,30,10,445,0,,,,,
3,45,4,493,1,,,,,
9,15,8,251,0,,,,,
7,33,5,400,0,,,,,
4,28,5,335,0,,,,,
7,7,3,126,0,,,,,
4,45,5,505,1,,,,,
2,21,8,276,0,,,,,
0,32,2,334,0,,,,,
0,12,4,148,0,,,,,
16,26,3,361,0,,,,,
14,50,10,640,1,,,,,
18,22,3,331,0,,,,,
8,28,7,369,0,,,,,
11,34,2,409,0,,,,,
20,44,2,554,1,,,,,
8,42,2,474,1,,,,,
3,14,10,225,0,,,,,
1,26,9,328,0,,,,,
12,8,6,182,0,,,,,
19,42,9,578,1,,,,,
3,36,6,417,0,,,,,
19,28,9,438,0,,,,,
16,35,3,451,1,,,,,
18,24,6,372,0,,,,,
10,44,3,511,1,,,,,
1,40,1,412,0,,,,,
11,20,7,304,0,,,,,
1,15,6,197,0,,,,,
1,15,9,218,0,,,,,
10,34,4,418,0,,,,,
13,26,9,388,0,,,,,
17,31,3,416,0,,,,,
15,44,6,557,1,,,,,
1,9,8,151,0,,,,,
20,44,9,603,1,,,,,
18,19,10,350,0,,,,,
20,7,10,240,0,,,,,
18,38,6,512,1,,,,,
8,31,8,406,0,,,,,
16,34,2,434,0,,,,,
5,19,5,250,0,,,,,
19,21,3,326,0,,,,,
5,6,1,92,0,,,,,
12,15,4,238,0,,,,,
7,31,10,415,0,,,,,
13,16,10,295,0,,,,,
8,28,3,341,0,,,,,
0,32,6,362,0,,,,,
19,15,7,294,0,,,,,
9,10,2,159,0,,,,,
7,5,2,99,0,,,,,
3,26,2,289,0,,,,,
19,18,9,338,0,,,,,
0,36,10,430,0,,,,,
19,26,9,418,0,,,,,
0,34,3,361,0,,,,,
5,37,9,458,1,,,,,
5,35,6,417,0,,,,,
7,15,4,213,0,,,,,
12,11,8,226,0,,,,,
0,27,10,340,0,,,,,
0,43,7,479,1,,,,,
5,24,2,279,0,,,,,
15,35,2,439,0,,,,,
1,42,8,481,1,,,,,
1,47,9,538,1,,,,,
4,10,9,183,0,,,,,
15,13,3,226,0,,,,,
3,34,8,411,0,,,,,
10,7,5,155,0,,,,,
17,42,3,526,1,,,,,
10,5,5,135,0,,,,,
19,43,5,560,1,,,,,
17,16,4,273,0,,,,,
1,44,3,466,1,,,,,
6,18,6,252,0,,,,,
2,47,1,487,1,,,,,
0,17,7,219,0,,,,,
5,26,5,320,0,,,,,
1,31,2,329,0,,,,,
2,27,5,315,0,,,,,
1,29,2,309,0,,,,,
13,38,3,466,1,,,,,
9,17,1,222,0,,,,,
4,15,10,240,0,,,,,
18,21,5,335,0,,,,,
9,33,8,431,0,,,,,
2,31,1,327,0,,,,,
5,10,8,181,0,,,,,
20,50,10,670,1,,,,,
12,11,8,226,0,,,,,
18,23,7,369,0,,,,,
17,31,4,423,0,,,,,
6,39,6,462,1,,,,,
10,38,10,500,1,,,,,
1,16,3,186,0,,,,,
10,22,6,312,0,,,,,
11,32,8,431,0,,,,,
17,37,10,525,1,,,,,
18,5,4,168,0,,,,,
2,10,1,117,0,,,,,
12,34,3,421,0,,,,,
5,30,5,360,0,,,,,
0,5,7,99,0,,,,,
6,21,5,275,0,,,,,
20,45,8,606,1,,,,,
11,5,7,154,0,,,,,
6,13,6,202,0,,,,,
15,37,5,480,1,,,,,
5,14,7,214,0,,,,,
8,36,8,456,1,,,,,
18,17,9,323,0,,,,,
13,48,9,608,1,,,,,
17,38,8,521,1,,,,,
17,48,5,600,1,,,,,
9,19,1,242,0,,,,,
2,26,6,312,0,,,,,
20,42,2,534,1,,,,,
5,50,1,532,1,,,,,
2,20,2,224,0,,,,,
6,27,4,328,0,,,,,
15,13,4,233,0,,,,,
17,22,5,340,0,,,,,
7,20,5,270,0,,,,,
16,14,2,234,0,,,,,
6,13,9,223,0,,,,,
17,44,1,532,1,,,,,
16,29,6,412,0,,,,,
5,19,1,222,0,,,,,
3,47,3,506,1,,,,,
20,7,10,240,0,,,,,
13,34,10,475,1,,,,,
13,39,4,483,1,,,,,
8,29,10,400,0,,,,,
19,50,5,630,1,,,,,
16,33,1,417,0,,,,,
7,20,5,270,0,,,,,
4,11,4,158,0,,,,,
0,25,10,320,0,,,,,
20,14,1,247,0,,,,,
20,25,4,378,0,,,,,
9,37,7,464,1,,,,,
7,17,8,261,0,,,,,
17,22,5,340,0,,,,,
6,41,5,475,1,,,,,
7,50,7,584,1,,,,,
0,31,9,373,0,,,,,
6,43,3,481,1,,,,,
15,19,1,272,0,,,,,
0,16,6,202,0,,,,,
19,30,7,444,0,,,,,
